0,1,2,3,4,5
-2766.7389234451625,-154.41097305598052,1.5559051731884421,7.402869379902726,-1.6366326034520167,6.755996794601638
12257.21379710055,-116.58354178758573,17.048070196451363,-1.2426792921487972,-1.7638538457212924,3.7038239965087527
-2766.7392185546128,-154.41553064339016,-1.4109955327884685,6.789224511108661,-1.5943610742128898,3.7623751863780113
-2766.7382423363592,-154.40672853116402,-22.359925757383856,27.805617733865308,-0.9762791148449835,-0.07349366991829906
-2766.7364404010855,-154.37316385766383,19.018768640729725,16.155001285880765,-1.5617843912875808,-2.3426095466659063
-2766.7400939312274,-154.42677027458905,2.6017576951458263,-2.600445992557153,-1.713037299454176,6.795633319822294
-2766.737599888786,-154.3900852703677,14.220197485679149,10.050274971200437,-1.6767971578569507,3.691942080352365
4531.237827857888,-136.03900678239953,12.73109556894366,-1.2866044402584762,-1.8078080997657646,3.757146681143832
-2766.7394564977867,-154.4168728545876,8.417042059720332,-1.4525946435442412,-1.7794413658526271,-2.248810758130251
-2766.741429912394,-154.446751102362,-9.041781808003945,-5.422465916199437,18.412932988058593,-3.9551611090992003
-2766.7384302891405,-154.40063915018246,18.192061838034803,0.6673192710628102,-1.8225458254445843,-2.3169407979593286
-2766.736216811915,-154.36859126251278,26.956639347925055,12.730902204088986,-1.6522329394335684,-2.4964492570464127
-2766.7390814728296,-154.41026884722805,16.906263258604138,-3.8277120953203747,-1.8805741195625578,-4.32195432437759
-2766.7390975828844,-154.41628404004422,-12.268173325035168,14.644531962853891,-1.383540106769311,3.871442247602103
-2766.7395459340855,-154.41796635107835,7.044858689491362,-0.15410619422806973,18.318661533237837,0.9261049588506226
-2766.740254993791,-154.4305488147129,-5.271678441587381,0.8770255651825197,-1.6645874367598403,3.794176586887467
-2766.73784416518,-154.39288798092755,13.485946187710478,9.496609386936724,19.319910840578753,3.846452983288695
-2766.741895819987,-154.45527206717657,-15.128643676472148,-6.353103719093469,-1.6553769583328348,-4.109507962613849
-2771.489528298532,1732.5770197968125,3.0255824075256936,-0.1146419875453162,-1.5749078102086742,-2.1464678111903197
-2766.7367482062255,-154.37922626021276,10.208463022874989,19.421311238004947,-1.4817091456545204,3.7044143187754037
12257.213587110144,-116.58535378185246,17.232891700727645,-1.6979702167152073,24.205643551127533,3.936904277794734
-2766.7404686136947,-154.43525804662247,-13.238422031402097,4.257543858565206,-1.5571563818453495,3.8711844304445306
-2766.74061647752,-154.43518287348778,-2.379815283009608,-3.7578106873620025,-1.7865399245262787,3.819069259307766
-2766.7397695356585,-154.42225927616727,3.091205213568592,-0.5400858129622581,-1.6571709415673257,-2.169615673492862
-2766.741695438213,-154.45205180543059,-13.197526161071357,-5.94915876658824,-1.6600236147560743,-5.110545421330838
-2766.7406916619757,-154.43637217837946,-3.4548761352194832,-3.9629649700272767,-1.712814682542005,-5.16034334788098
