0,1,2,3,4,5
-592.5619858248996,-73.37543876074305,9.82665329652304,-3.759070351897045,-1.1989051828786008,7.4774308437018915
-592.5655753680146,-73.41730417868746,-10.009845232436762,3.138490021369377,-1.2036591442894162,5.386639321291592
-592.5616551973922,-73.37164381624397,11.692302298688206,-4.461409773123463,-1.1802113948180848,3.5342025279611846
-592.5652342884171,-73.41332524991124,-8.123281024191648,2.4796588620353206,-1.2020845106414049,5.399366132010111
-592.5638417385663,-73.39791958373254,-1.7369164162569062,5.446201598082732,-1.1488015050811502,-3.617778220910503
-592.5596154540532,-73.34806219903585,23.031664957077506,-8.484421115581405,-1.1547452053723954,-2.385821957507835
-592.5634522247699,-73.39357483753486,-1.0701766598134628,10.59931097149315,-1.148297563137807,5.316053043353733
-592.5623443506895,-73.37991589903226,7.939503544818478,-3.2246122874756766,-1.1647387709146244,-3.482946000378451
8021.418449972909,-56.08774663270886,-5.586103210793993,11.069280215982834,-1.1221004125779044,-2.7490164134878294
-592.5672521188632,-73.43536390784689,-15.008641432023467,-11.058184862835919,-1.267106688608666,5.520723584328536
-592.5650939963385,-73.40935185600577,-1.1963034303112632,-23.21116555926267,-1.3044136136153488,6.7375895340754415
-592.5640047721366,-73.39721447569816,4.232621004578076,-23.010267140016996,-1.2909662841259741,3.7126341873239905
-592.5652613612293,-73.41368853563243,-8.202292355680342,2.457723993134223,-1.1959609181289397,7.339691654135536
-592.5679355734756,-73.44396431006257,-20.079185170261635,-4.088626673714109,-1.2297501327962788,5.369526952045836
-592.562167336501,-73.37765674898158,8.863160493724202,-3.4948439272558027,-1.1773663380063915,1.5244931976384848
-592.5612521148131,-73.36735865587853,14.249151085020639,-5.6574938918471505,-1.113869862913931,-2.541262335305949
-592.5620924290592,-73.3780819431419,6.511636492917522,7.861571053487697,-1.11895263145131,-3.62264176814948
-592.5694193798528,-73.4598583148765,-24.042548715358603,-18.620696819872453,-1.294240411245221,1.5414501893584636
-592.5605421618826,-73.35634286202475,24.60898485188145,-34.39378688730265,-1.284763826393967,1.8846881659779786
-592.56460288444,-73.40599888816037,-4.0197880194220845,-1.1139031180785302,-1.2032789692494983,1.4035920001205946
6705.424890394542,-58.688463933783,15.374645058115785,3.9824052153186287,-1.121725024489763,5.425730594126479
-592.5622657001373,-73.37998508184056,5.553479985366734,8.201696634236926,-1.1215609505284336,-2.626407583156506
-592.5600099065947,-73.35248968388917,20.931637303302534,-7.817249384412321,-1.1165996357234982,4.588334393948757
-592.5591770479075,-73.34299676901803,25.678850233430463,-9.583651427031088,-1.111578853692844,-5.389429695943028
-592.5680486659708,-73.44333709725227,-15.16166576748655,-26.91192227458131,-1.3348217015179242,1.6723773351764437
-592.5606812323035,-73.36083800332611,17.29529726013604,-6.594143576646989,-1.1184033110962581,-3.5511738544284173
-592.5707017948836,-73.47410788587247,-29.16540087679656,-24.239400465068417,-1.3319825102447909,1.594408669171847
-592.569023231356,-73.45590616446698,-23.32907222641947,-13.564760129108915,-1.2726524406913957,1.4956313398312384
-592.5651718524734,-73.41326767900267,-7.40387632902361,1.8894976653131916,-1.1023468961273122,-5.694535897418867
2871.4271233323775,-66.45699965329862,-6.092249720751425,-20.10710798148056,-1.192672846645616,-5.457185357476159
6705.421608145376,-58.726588072661784,-1.3252775764897942,4.432812279767751,-1.1366607643009305,-3.6072145897780277
-592.5622041467224,-73.37816001705906,8.867163082212405,-3.6336644110882963,11.839531167417084,-5.442409982415428
-592.5649023795662,-73.40994938505067,-6.170332165140387,1.6801113890185253,-1.1768252648627666,-5.633034466052693
-592.5637050421002,-73.39566336662593,0.3829057536768858,-0.5434350103459389,-1.1816500029273351,0.4596489887600011
-592.5613280103671,-73.36601492265979,19.227553427186738,-28.389676789976395,-1.2393039333306286,-3.163454519678655
-592.5674863818917,-73.43817794032627,-14.728353876386413,-16.602770519968864,-1.2625469039961692,-5.511844247112084
2236.432168640096,-67.68958420292306,11.607585997648542,-15.302409770570192,-1.2359054591481842,7.675700936558287
-592.5609800685113,-73.36394300592737,15.470061847061654,-5.828380780588736,-1.1388077193142578,-0.4322804906531749
-592.5633517159308,-73.39183373743018,2.29955885365213,-1.241085196948855,-1.1723399969668653,-3.510286522829493
-592.5571008482821,-73.32355313904725,23.9751962856646,39.886202562410205,-0.9383199561389473,-1.9681624042697001
-592.565244909499,-73.41380772265835,-8.09261040341,2.3529413892214768,-1.1728499220212558,-5.585831006905014
-592.5661381901225,-73.42407564428132,-12.96483416605553,4.016549684792138,-1.1686832756126861,0.35992698073672236
-592.5623834898996,-73.38012129110493,7.766250206304675,-3.181403021945524,-1.1639531641335275,5.486790529333674
-592.5664344401041,-73.42670908352395,-11.650441358105905,-7.136706065616509,-1.172460011976126,1.4036503153921167
-592.5636511972152,-73.39485059704897,2.321652236265474,-6.693894298076888,-1.1494321609793177,1.3841559685414733
-592.5634960786072,-73.39402223667351,0.18756309253552275,4.761684598696317,-1.1483938659057673,-5.641393632338667
-592.5645532878079,-73.40535887360032,-4.362521570285574,1.181881956514769,-1.176632995077454,7.425180462001658
-592.5631967898269,-73.38984095118619,3.222740770503878,-1.5666939425738282,-1.1712788586765055,-2.519453470052288
-592.5681394141343,-73.4457271806455,-19.834793994696305,-9.433609975518863,-1.2595915994203304,7.445551395194649
-592.5650616728616,-73.41153695551002,-7.135072229513725,2.090375533598018,-1.1945212221289638,0.37528264150684926
-592.5625584806111,-73.38228410170808,6.869171157020274,-2.929209674379888,-1.148462621344001,-2.508522273418813
